RowNumber,CustomerId,Name,CardNumber,CreditScore,Country,EstimatedSalary,ConversionDate,FirstPurchase,DateOfPitch,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember
213,15573152,Glassman,3.58612E+15,620,France,88852.47,10/12/2022,10/12/2022,10/12/2022,Female,41,9,0,2,0
214,15594917,Miller,5.60223E+15,676,France,40645.81,4/24/2022,4/24/2022,4/24/2022,Female,34,1,63095.01,1,1
215,15785542,Kornilova,6.33422E+18,572,Germany,60427.3,10/24/2022,10/24/2022,10/24/2022,Male,26,4,118287.01,2,0
216,15723488,Watson,3.5388E+15,668,Germany,157959.02,3/19/2022,3/19/2022,3/19/2022,Male,47,7,106854.21,1,1
217,15680920,Marchesi,3.04337E+13,695,France,133007.34,6/8/2022,6/8/2022,6/8/2022,Male,46,7,49512.55,1,0
218,15786308,Millar,3.37942E+14,730,Spain,176576.62,1/29/2022,1/29/2022,1/29/2022,Female,33,9,0,2,0
219,15659366,Shih,6.75926E+18,807,France,34888.04,5/1/2022,5/1/2022,5/1/2022,Male,43,1,105799.32,2,0
220,15774854,Fuller,3.02564E+13,592,France,28737.71,6/8/2022,6/8/2022,6/8/2022,Male,54,8,0,1,1
221,15725311,Hay,5.10875E+15,726,France,98178.57,10/24/2022,10/24/2022,10/24/2022,Female,31,9,114722.05,2,1
222,15787155,Yang,6.76304E+16,514,Spain,125010.24,4/6/2022,4/6/2022,4/6/2022,Male,30,7,0,1,1
223,15727829,McIntyre,3.57582E+15,567,France,167984.61,2/4/2022,2/4/2022,2/4/2022,Male,42,2,0,2,1
224,15733247,Stevenson,3.54125E+15,850,France,4861.72,4/27/2022,4/27/2022,4/27/2022,Male,33,10,0,1,0
225,15568748,Poole,4.04137E+12,671,Germany,108872.45,5/30/2022,5/30/2022,5/30/2022,Male,45,6,99564.22,1,1
226,15699029,Bagley,3.04775E+13,670,France,198252.88,3/11/2022,3/11/2022,3/11/2022,Male,37,4,170557.91,2,0
227,15774393,Ch'ien,3.53904E+15,694,France,26960.31,8/25/2022,8/25/2022,8/25/2022,Female,30,9,0,2,1
228,15676895,Cattaneo,3.56642E+15,547,Germany,85746.52,6/30/2022,6/30/2022,6/30/2022,Female,39,6,74596.15,3,1
229,15637753,O'Sullivan,3.5594E+15,751,Germany,77206.25,2/2/2022,2/2/2022,2/2/2022,Male,50,2,96888.39,1,0
230,15605461,Lucas,5.60223E+15,594,Germany,61048.53,1/30/2022,1/30/2022,1/30/2022,Female,29,3,130830.22,1,0
231,15808473,Ringrose,3.02823E+13,673,France,111981.19,8/22/2022,8/22/2022,8/22/2022,Male,72,1,0,2,1
232,15627000,Freeman,3.57955E+15,610,France,62232.6,2/23/2022,2/23/2022,2/23/2022,Male,40,0,0,2,0
233,15787174,Sergeyev,5.04838E+15,512,France,156105.03,6/22/2022,6/22/2022,6/22/2022,Female,37,1,0,2,1
234,15723886,Fiore,3.56687E+15,767,Germany,150135.38,5/28/2022,5/28/2022,5/28/2022,Male,20,3,119714.25,2,1
235,15704769,Smith,4.90537E+15,585,France,93146.11,5/23/2022,5/23/2022,5/23/2022,Female,67,5,113978.97,2,1
236,15772896,Dumetochukwu,5.10876E+15,763,Germany,33462.94,2/14/2022,2/14/2022,2/14/2022,Male,42,6,100160.75,1,0
237,15711540,Pacheco,3.55485E+15,712,France,144375,4/27/2022,4/27/2022,4/27/2022,Female,29,2,0,1,1
238,15764866,Synnot,6.37776E+15,539,Germany,55803.96,10/7/2022,10/7/2022,10/7/2022,Female,43,3,116220.5,3,0
239,15794056,Johnston,4.90526E+15,668,France,89048.46,6/26/2022,6/26/2022,6/26/2022,Female,46,2,0,3,0
240,15795149,Stevens,3.58745E+15,703,France,162812.16,2/12/2022,2/12/2022,2/12/2022,Male,28,2,81173.83,2,1
241,15812009,Grant,3.56521E+15,662,Spain,136259.65,9/18/2022,9/18/2022,9/18/2022,Male,38,4,0,2,0
242,15651001,Tsao,5.61006E+16,725,Germany,124052.97,4/4/2022,4/4/2022,4/4/2022,Female,39,5,116803.8,1,0
243,15813844,Barnes,3.58209E+15,703,France,74158.8,6/30/2022,6/30/2022,6/30/2022,Male,37,8,105961.68,2,1
244,15596175,McIntosh,5.57937E+15,659,Germany,45071.09,5/13/2022,5/13/2022,5/13/2022,Male,67,6,117411.6,1,1
245,15576269,Madison,3.56107E+15,523,Spain,62030.06,3/4/2022,3/4/2022,3/4/2022,Male,34,7,0,2,0
246,15797219,Ifesinachi,3.58016E+15,635,France,131953.23,10/13/2022,10/13/2022,10/13/2022,Female,40,10,123497.58,1,0
247,15685500,Glazkov,4.91124E+15,772,Germany,79414,1/9/2022,1/9/2022,1/9/2022,Male,26,7,152400.51,2,0
248,15599792,Dimauro,3.78102E+14,545,France,199638.56,8/5/2022,8/5/2022,8/5/2022,Female,26,1,0,2,1
249,15657566,Wieck,3.57E+15,634,Germany,157577.29,5/21/2022,5/21/2022,5/21/2022,Male,24,8,103097.85,1,1
250,15772423,Liao,6.75908E+18,739,Germany,134420.75,4/20/2022,4/20/2022,4/20/2022,Male,54,8,126418.14,1,0
251,15628112,Hughes,4.17501E+15,771,Germany,99805.99,3/22/2022,3/22/2022,3/22/2022,Female,36,5,77846.9,1,0
252,15753754,Morrison,2.01975E+14,587,Spain,97932.68,8/3/2022,8/3/2022,8/3/2022,Female,34,1,0,2,1
253,15793726,Matveyeva,3.57689E+15,681,France,170968.99,12/21/2021,12/21/2021,12/21/2021,Female,79,0,0,2,1
254,15694717,Ku,5.60223E+16,544,Germany,57558.95,4/21/2022,4/21/2022,4/21/2022,Male,37,2,79731.91,1,1
255,15665834,Cheatham,4.90377E+15,696,Spain,176713.47,3/11/2022,3/11/2022,3/11/2022,Male,28,8,0,1,0
256,15765297,Yao,5.04837E+15,766,Spain,34283.23,12/24/2021,12/24/2021,12/24/2021,Male,41,0,0,2,1
257,15636684,Kirkland,5.00767E+15,727,France,198637.34,2/11/2022,2/11/2022,2/11/2022,Male,34,10,0,2,1
258,15592979,Rose,2.01495E+14,671,Germany,156917.12,8/3/2022,8/3/2022,8/3/2022,Female,34,6,37266.67,2,0
259,15750803,Jess,6.70988E+17,693,France,50457.2,3/8/2022,3/8/2022,3/8/2022,Female,30,6,127992.25,1,1
260,15607178,Welch,3.57795E+15,850,Germany,140075.55,6/18/2022,6/18/2022,6/18/2022,Male,38,3,54901.01,1,1
261,15713853,Ifeajuna,3.58321E+15,732,Germany,65323.11,1/1/2022,1/1/2022,1/1/2022,Male,42,9,108748.08,2,1
262,15673481,Morton,5.10014E+15,726,Spain,64323.24,7/11/2022,7/11/2022,7/11/2022,Female,48,6,99906.19,1,0
263,15686776,Rossi,3.5837E+15,557,France,14956.44,5/21/2022,5/21/2022,5/21/2022,Female,32,6,184686.41,2,0
264,15673693,Reppert,5.60222E+15,682,France,111879.21,12/3/2022,12/3/2022,12/3/2022,Female,26,0,110654.02,1,1
265,15700696,Kang,6.77113E+18,738,Spain,18606.23,11/15/2022,11/15/2022,11/15/2022,Male,31,9,79019.8,1,1
266,15813163,Ch'iu,2.01839E+14,531,Spain,123137.01,5/30/2022,5/30/2022,5/30/2022,Female,36,9,99240.51,1,0
267,15653857,Wallis,4.04137E+12,498,France,148528.24,10/15/2022,10/15/2022,10/15/2022,Male,34,2,0,2,1
268,15777076,Clark,5.04837E+15,651,France,13898.31,10/15/2022,10/15/2022,10/15/2022,Male,36,7,0,2,0
269,15717398,Fielding,3.58198E+15,549,Spain,81259.25,12/8/2022,12/8/2022,12/8/2022,Female,39,7,0,1,0
270,15799217,Zetticci,4.04159E+15,791,Germany,161051.75,11/12/2022,11/12/2022,11/12/2022,Female,35,7,52436.2,1,0
271,15787071,Dulhunty,5.60221E+18,650,Spain,191599.67,12/18/2021,12/18/2021,12/18/2021,Male,41,9,0,2,1
272,15619955,Bevington,5.01012E+15,733,Germany,48559.19,6/16/2022,6/16/2022,6/16/2022,Male,34,3,100337.96,3,0
273,15796505,Boyle,3.56211E+15,811,Germany,186339.74,10/19/2022,10/19/2022,10/19/2022,Female,34,1,149297.19,2,1
274,15725166,Newton,3.54662E+15,707,France,33159.37,12/20/2021,12/20/2021,12/20/2021,Male,30,8,0,2,0
275,15800116,Bowman,5.04837E+15,712,Germany,93883.53,8/1/2022,8/1/2022,8/1/2022,Male,28,4,145605.44,1,1
276,15758685,Dubinina,5.25757E+15,706,Spain,110899.3,12/3/2022,12/3/2022,12/3/2022,Female,37,7,0,2,1
277,15694456,Toscani,5.40135E+15,756,France,11199.04,7/31/2022,7/31/2022,7/31/2022,Male,62,3,0,1,1
278,15767339,Chiazagomekpere,5.30433E+15,777,France,189992.97,8/24/2022,8/24/2022,8/24/2022,Female,53,10,0,2,0
279,15683562,Allen,3.58917E+15,646,France,164255.69,8/11/2022,8/11/2022,8/11/2022,Male,35,6,84026.86,1,1
280,15782210,K'ung,3.04894E+13,714,France,152167.79,4/17/2022,4/17/2022,4/17/2022,Male,46,1,0,1,0
281,15668893,Wilsmore,3.53192E+15,782,France,33949.67,6/27/2022,6/27/2022,6/27/2022,Male,39,8,0,2,1
282,15669169,Hargreaves,3.57996E+15,775,Spain,68143.93,1/18/2022,1/18/2022,1/18/2022,Male,29,10,0,2,1
283,15643024,Huang,3.46545E+14,479,Germany,47251.79,4/6/2022,4/6/2022,4/6/2022,Male,35,4,138718.92,1,1
284,15699389,Ch'ien,3.55828E+15,807,France,25885.72,12/12/2021,12/12/2021,12/12/2021,Male,42,7,118274.71,1,1
285,15708608,Wallwork,6.33347E+15,799,France,192633.85,10/26/2022,10/26/2022,10/26/2022,Female,22,8,174185.98,2,1
286,15626144,Chu,6.30456E+16,675,France,34577.36,1/6/2022,1/6/2022,1/6/2022,Male,40,7,113208.86,2,0
287,15573112,Kang,3.56585E+15,602,Spain,161229.84,8/29/2022,8/29/2022,8/29/2022,Male,29,5,103907.28,1,0
288,15790678,Davidson,3.53639E+15,475,France,100816.29,6/27/2022,6/27/2022,6/27/2022,Female,32,8,119023.28,1,0
289,15727556,O'Donnell,3.55832E+15,744,Spain,181694.44,10/22/2022,10/22/2022,10/22/2022,Female,26,5,166297.89,1,1
290,15697307,Nnachetam,4.04159E+12,588,Spain,79078.91,11/23/2022,11/23/2022,11/23/2022,Male,34,10,0,2,0
291,15652266,Chidiebele,3.55162E+15,703,Germany,137316.32,4/19/2022,4/19/2022,4/19/2022,Male,42,9,63227,1,1
292,15607098,Ahmed,4.91149E+17,747,Spain,194926.86,9/22/2022,9/22/2022,9/22/2022,Female,41,5,94521.17,2,0
293,15655774,Booth,3.72301E+14,583,France,51285.49,6/29/2022,6/29/2022,6/29/2022,Male,27,7,0,2,0
294,15590241,Chuang,3.55462E+15,750,Spain,150401.53,3/4/2022,3/4/2022,3/4/2022,Female,34,9,112822.26,1,0
295,15785819,Shao,6.38611E+15,681,France,112491.96,9/21/2022,9/21/2022,9/21/2022,Male,38,3,0,2,1
296,15723654,Tsao,2.01768E+14,773,France,73656.38,3/27/2022,3/27/2022,3/27/2022,Male,25,2,135903.33,1,0
297,15774510,Tien,3.55231E+15,714,France,106636.89,12/10/2022,12/10/2022,12/10/2022,Female,31,4,125169.26,1,1
298,15684173,Chang,6.04059E+17,687,Spain,155853.52,1/18/2022,1/18/2022,1/18/2022,Female,44,7,0,3,0
299,15650068,Johnson,6.33314E+18,511,France,162599.51,1/18/2022,1/18/2022,1/18/2022,Male,58,0,149117.31,1,1
300,15811490,French,3.54944E+15,627,France,103737.82,5/4/2022,5/4/2022,5/4/2022,Male,33,5,0,2,1
301,15803976,Efremov,6.75901E+18,694,France,160990.27,4/30/2022,4/30/2022,4/30/2022,Female,31,10,0,2,0
302,15682541,Hartley,3.56711E+15,616,Spain,15462.84,8/27/2022,8/27/2022,8/27/2022,Female,36,6,132311.71,1,0
303,15695699,Calabrese,3.5706E+15,687,France,10334.05,3/19/2022,3/19/2022,3/19/2022,Male,35,8,0,2,0
304,15624188,Chiu,5.10014E+15,712,France,190686.16,5/27/2022,5/27/2022,5/27/2022,Female,33,6,0,2,1
305,15812191,Brennan,3.53719E+15,553,France,94440.45,6/13/2022,6/13/2022,6/13/2022,Male,33,4,118082.89,1,0
306,15636673,Onwuatuegwu,3.72302E+14,667,France,28257.63,5/19/2022,5/19/2022,5/19/2022,Male,31,1,119266.69,1,1
307,15594898,Hewitt,4.04138E+15,731,France,170034.95,6/4/2022,6/4/2022,6/4/2022,Male,43,2,0,1,1
308,15660211,Shih,3.564E+15,629,Germany,31824.29,2/12/2022,2/12/2022,2/12/2022,Male,35,7,156847.29,2,0
309,15773972,Balashov,5.10014E+15,614,France,127166.49,4/7/2022,4/7/2022,4/7/2022,Male,50,4,137104.47,1,0
310,15746726,Doyle,6.335E+18,438,Germany,44937.01,8/25/2022,8/25/2022,8/25/2022,Male,31,8,78398.69,1,0
311,15712287,Pokrovskii,5.02097E+17,652,France,188603.07,11/25/2022,11/25/2022,11/25/2022,Female,80,4,0,2,1
312,15702919,Collins,4.8449E+15,729,Germany,145111.37,8/11/2022,8/11/2022,8/11/2022,Male,30,6,63669.42,1,0
313,15674398,Russo,5.10015E+15,642,France,171463.83,7/15/2022,7/15/2022,7/15/2022,Male,38,3,0,2,0
314,15797960,Skinner,3.58739E+15,806,Germany,182822.5,1/11/2022,1/11/2022,1/11/2022,Female,59,0,135296.33,1,0
315,15631868,Robertson,3.04328E+13,744,Spain,87213.33,12/17/2021,12/17/2021,12/17/2021,Male,36,2,153804.44,1,1
316,15581539,Atkinson,4.02681E+15,474,Spain,57175.32,12/22/2021,12/22/2021,12/22/2021,Male,37,3,0,2,0
317,15662736,Doyle,6.33437E+18,559,France,120540.83,3/12/2022,3/12/2022,3/12/2022,Male,49,2,147069.78,1,0
318,15666252,Ritchie,3.54163E+15,706,Spain,28714.34,2/4/2022,2/4/2022,2/4/2022,Male,42,9,0,2,1
319,15677512,McEncroe,3.53514E+15,628,Spain,85426.28,4/7/2022,4/7/2022,4/7/2022,Female,22,3,0,1,0
320,15626114,Pearson,3.53402E+15,429,France,46170.75,7/4/2022,7/4/2022,7/4/2022,Male,24,4,95741.75,1,0
321,15810834,Gordon,3.03198E+13,525,Spain,64448.36,3/10/2022,3/10/2022,3/10/2022,Female,57,2,145965.33,1,1
322,15678910,Ts'ai,6.76168E+16,680,France,16278.97,1/23/2022,1/23/2022,1/23/2022,Female,30,8,141441.75,1,1
323,15694408,Lung,6.3344E+18,749,France,182855.42,12/25/2021,12/25/2021,12/25/2021,Male,40,1,139290.41,1,0
324,15585215,Yuan,3.54761E+15,763,France,50404.72,12/12/2021,12/12/2021,12/12/2021,Female,31,4,0,2,0
325,15682757,Pardey,3.56522E+15,734,France,107640.25,3/21/2022,3/21/2022,3/21/2022,Male,30,3,0,2,0
326,15736601,Tai,3.55371E+15,716,France,134132.65,11/11/2022,11/11/2022,11/11/2022,Male,35,4,144428.87,1,0
327,15601848,Scott,3.5873E+15,594,France,103480.69,1/18/2022,1/18/2022,1/18/2022,Male,35,2,0,2,0
328,15736008,Hunter,5.51919E+15,644,France,108761.05,12/28/2021,12/28/2021,12/28/2021,Female,46,9,95441.27,1,0
329,15669064,Mazzanti,5.03883E+18,671,Germany,179012.3,4/1/2022,4/1/2022,4/1/2022,Male,35,1,144848.74,1,1
330,15624528,L?,5.60223E+17,664,Germany,95145.14,7/29/2022,7/29/2022,7/29/2022,Male,26,7,116244.14,2,1
331,15598493,Beach,3.54829E+15,656,France,72143.44,7/15/2022,7/15/2022,7/15/2022,Male,50,7,0,2,1
332,15601274,Hsieh,4.93605E+17,667,Spain,19162.89,12/25/2021,12/25/2021,12/25/2021,Female,40,1,146502.07,1,0
333,15702669,Faulkner,5.42729E+15,663,Germany,144680.18,11/27/2022,11/27/2022,11/27/2022,Male,44,2,117028.6,2,1
334,15728669,Knowles,6.70609E+17,584,Germany,177772.03,5/22/2022,5/22/2022,5/22/2022,Female,30,8,112013.81,1,0
335,15742668,Day,2.01908E+14,626,Spain,5597.94,4/12/2022,4/12/2022,4/12/2022,Female,37,6,108269.37,1,0
336,15697441,Hsueh,3.57045E+15,485,France,116828.51,1/10/2022,1/10/2022,1/10/2022,Male,29,7,182123.79,1,0
337,15740476,Tsao,2.01459E+14,659,Germany,174652.51,4/17/2022,4/17/2022,4/17/2022,Female,32,3,150923.74,2,1
338,15648064,Kennedy,3.54035E+15,649,France,2010.98,8/2/2022,8/2/2022,8/2/2022,Male,33,2,0,2,0
339,15636624,Nwabugwu,4.40563E+15,805,Spain,14109.85,4/16/2022,4/16/2022,4/16/2022,Female,39,5,165272.13,1,0
340,15807923,Young,3.53837E+15,716,Germany,43527.4,6/8/2022,6/8/2022,6/8/2022,Female,39,10,115301.31,1,0
341,15745844,Kerr,5.10017E+15,642,Germany,86099.23,2/20/2022,2/20/2022,2/20/2022,Female,40,6,129502.49,2,1
342,15786170,Tien,3.60912E+13,659,France,161574.19,4/23/2022,4/23/2022,4/23/2022,Male,31,4,118342.26,1,0
343,15681081,Marrero,6.76176E+15,545,Spain,38970.14,8/21/2022,8/21/2022,8/21/2022,Female,47,5,0,2,1
344,15684484,White,5.64183E+17,543,France,127587.22,5/24/2022,5/24/2022,5/24/2022,Male,22,8,0,2,0
345,15785869,Pisano,6.30468E+18,718,France,30380.12,8/9/2022,8/9/2022,8/9/2022,Female,25,7,0,2,0
346,15763859,Brown,6.76269E+16,840,France,90908.95,9/30/2022,9/30/2022,9/30/2022,Female,43,7,0,2,0
347,15658935,Freeman,3.52892E+15,630,Germany,138275.01,4/7/2022,4/7/2022,4/7/2022,Female,34,9,106937.05,2,0
348,15747358,Russell,3.56236E+15,643,Germany,32171.79,9/22/2022,9/22/2022,9/22/2022,Male,59,3,170331.37,1,1
349,15735203,Seleznyov,6.76106E+18,654,Germany,126143.23,7/21/2022,7/21/2022,7/21/2022,Female,32,1,114510.85,1,1
350,15576256,Yusupova,5.18215E+15,582,France,129892.93,2/10/2022,2/10/2022,2/10/2022,Male,39,5,0,2,1
351,15659420,Foley,6.33111E+17,659,Spain,102416.84,3/3/2022,3/3/2022,3/3/2022,Male,32,3,107594.11,2,1
352,15593365,Shih,3.53203E+15,762,Spain,18719.67,4/20/2022,4/20/2022,4/20/2022,Male,39,2,81273.13,1,1
353,15777352,Ikedinachukwu,3.54676E+15,568,Spain,61936.22,7/17/2022,7/17/2022,7/17/2022,Female,32,7,169399.6,1,0
354,15812007,Power,6.7598E+17,670,Spain,78358.94,9/28/2022,9/28/2022,9/28/2022,Male,25,6,0,2,1
355,15625461,Amos,3.53487E+15,613,France,147224.27,2/10/2022,2/10/2022,2/10/2022,Female,45,1,187841.99,2,1
356,15739438,Reed,5.10014E+15,539,France,160979.66,1/23/2022,1/23/2022,1/23/2022,Male,30,0,0,2,0
357,15611759,Simmons,6.39092E+15,850,Spain,132298.49,12/8/2022,12/8/2022,12/8/2022,Female,57,8,126776.3,2,1
358,15661629,Ricci,3.54274E+15,522,Spain,174248.52,4/4/2022,4/4/2022,4/4/2022,Male,34,9,126436.29,1,0
359,15633950,Yen,3.55856E+15,737,France,123547.28,4/25/2022,4/25/2022,4/25/2022,Male,41,1,101960.74,1,1
360,15592386,Campbell,4.91789E+15,520,France,32790.02,4/4/2022,4/4/2022,4/4/2022,Male,58,3,0,2,1
361,15803716,West,5.61007E+16,706,Spain,181543.67,3/11/2022,3/11/2022,3/11/2022,Male,28,3,0,2,1
362,15696674,Robinson,3.56777E+15,643,Germany,2319.96,8/12/2022,8/12/2022,8/12/2022,Female,45,2,150842.93,1,1
363,15706365,Bianchi,6.76787E+15,648,France,189543.19,7/18/2022,7/18/2022,7/18/2022,Female,50,9,102535.57,1,1
364,15745088,Chen,3.58628E+15,443,Germany,10940.4,8/2/2022,8/2/2022,8/2/2022,Female,29,9,99027.61,2,0
365,15676715,Madukaego,6.30427E+15,640,France,199493.38,6/27/2022,6/27/2022,6/27/2022,Male,68,9,0,2,1
366,15613085,Ibrahimova,5.00767E+15,628,Spain,188193.25,6/11/2022,6/11/2022,6/11/2022,Female,33,3,0,1,1
367,15633537,Nolan,4.91118E+18,540,Germany,172572.64,7/30/2022,7/30/2022,7/30/2022,Female,42,9,87271.41,2,0
368,15594720,Scott,3.58897E+15,460,Germany,189339.6,1/15/2022,1/15/2022,1/15/2022,Female,35,8,102742.91,2,1
369,15684042,Blair,2.01877E+14,636,Germany,53512.16,3/20/2022,3/20/2022,3/20/2022,Male,34,2,40105.51,2,1
370,15583303,Monaldo,3.56087E+15,593,France,34004.44,11/16/2022,11/16/2022,11/16/2022,Female,29,2,152265.43,1,0
371,15611579,Sutherland,3.53175E+15,801,Spain,10598.29,8/18/2022,8/18/2022,8/18/2022,Male,42,4,141947.67,1,1
372,15774696,Cole,3.57366E+15,640,Germany,113428.77,5/22/2022,5/22/2022,5/22/2022,Female,75,1,106307.91,2,1
373,15694506,Briggs,3.5676E+15,611,Germany,183487.98,11/6/2022,11/6/2022,11/6/2022,Male,31,0,107884.81,2,1
374,15688074,Gregory,2.01657E+14,802,Germany,187658.09,2/2/2022,2/2/2022,2/2/2022,Male,31,1,125013.72,1,1
375,15759537,Bianchi,5.00766E+15,717,Germany,172459.39,5/29/2022,5/29/2022,5/29/2022,Male,35,7,58469.37,2,1
376,15758449,Angelo,3.58873E+15,769,France,21016,2/24/2022,2/24/2022,2/24/2022,Female,39,8,0,1,1
377,15583456,Gardiner,5.01013E+15,745,Germany,122381.02,5/31/2022,5/31/2022,5/31/2022,Male,45,10,117231.63,3,1
378,15667871,Kerr,2.01695E+14,572,Spain,128123.66,7/31/2022,7/31/2022,7/31/2022,Male,35,4,152390.26,1,0
379,15677371,Ko,3.57242E+15,629,Spain,19570.63,7/19/2022,7/19/2022,7/19/2022,Female,30,2,34013.63,1,0
380,15629677,Distefano,3.5768E+15,687,Spain,188150.6,2/14/2022,2/14/2022,2/14/2022,Female,39,2,0,3,0
381,15713578,Farrell,3.58549E+15,483,France,111020.24,9/25/2022,9/25/2022,9/25/2022,Female,50,9,0,2,1
382,15591509,Milano,6.33466E+17,690,France,123775.15,11/22/2022,11/22/2022,11/22/2022,Male,36,7,101583.11,2,0
383,15568240,Ting,3.55211E+15,492,Germany,146700.22,9/17/2022,9/17/2022,9/17/2022,Female,30,10,77168.87,2,1
384,15622993,Boyd,4.40511E+15,709,Germany,145251.35,1/22/2022,1/22/2022,1/22/2022,Male,28,8,124695.72,2,0
385,15689294,Onyemaechi,3.58445E+15,705,Germany,82463.69,10/14/2022,10/14/2022,10/14/2022,Male,44,3,105934.96,1,0
386,15720910,Black,3.52854E+15,560,France,15928.49,4/14/2022,4/14/2022,4/14/2022,Female,66,9,0,1,1
387,15721181,Oliver,3.55945E+15,611,Spain,45886.33,9/1/2022,9/1/2022,9/1/2022,Male,46,6,0,2,0
388,15776433,Greco,6.39323E+15,730,Spain,186489.95,12/12/2021,12/12/2021,12/12/2021,Male,62,2,0,2,1
389,15748936,Whitehead,2.01796E+14,709,Spain,162922.65,11/10/2022,11/10/2022,11/10/2022,Female,45,2,0,2,1
390,15717225,Ikemefuna,6.30401E+17,544,France,9262.77,12/29/2021,12/29/2021,12/29/2021,Female,21,10,161525.96,2,0
391,15685226,Morrison,3.5316E+15,712,Germany,84932.4,9/20/2022,9/20/2022,9/20/2022,Female,29,7,147199.07,1,1
392,15785611,Onyeoruru,3.74623E+14,752,Germany,71557.12,9/4/2022,9/4/2022,9/4/2022,Male,38,3,183102.29,1,1
393,15573456,Cunningham,3.5306E+15,648,Spain,77405.95,11/7/2022,11/7/2022,11/7/2022,Male,46,9,127209,2,0
394,15684548,Demidov,3.57516E+15,556,Spain,417.41,11/27/2022,11/27/2022,11/27/2022,Male,38,8,0,2,0
395,15620505,Celis,3.74623E+14,594,Spain,71405.17,8/26/2022,8/26/2022,8/26/2022,Female,24,0,97378.54,1,1
396,15807432,Cheng,5.50386E+15,645,Germany,153400.24,12/13/2021,12/13/2021,12/13/2021,Female,37,2,136925.09,2,1
397,15584766,Knight,6.30404E+17,557,France,371.05,12/24/2021,12/24/2021,12/24/2021,Male,33,3,54503.55,1,1
398,15612187,Morin,3.56006E+15,547,Germany,67789.99,5/9/2022,5/9/2022,5/9/2022,Male,32,8,155726.85,1,0
399,15762218,Mills,3.04167E+13,701,France,145894.9,5/16/2022,5/16/2022,5/16/2022,Female,39,9,0,2,1
400,15646372,Outhwaite,3.56692E+15,616,France,183840.51,1/15/2022,1/15/2022,1/15/2022,Female,66,1,135842.41,1,0
401,15690452,Tung,3.44859E+14,605,France,108887.44,8/6/2022,8/6/2022,8/6/2022,Male,52,1,63349.75,1,0
402,15747795,Pai,3.0431E+13,593,Germany,154071.27,4/9/2022,4/9/2022,4/9/2022,Female,38,4,129499.42,1,1
403,15781589,Carpenter,3.57013E+15,751,Spain,179291.85,6/18/2022,6/18/2022,6/18/2022,Male,52,8,0,2,1
404,15732674,Fennell,3.56191E+15,443,Spain,56937.43,8/17/2022,8/17/2022,8/17/2022,Male,36,6,70438.01,2,1
405,15642291,Fontaine,4.90528E+18,685,France,112239.03,7/5/2022,7/5/2022,7/5/2022,Male,23,8,0,2,1
406,15692761,Pratt,3.55446E+15,718,France,45909.87,9/5/2022,9/5/2022,9/5/2022,Male,36,9,0,1,0
407,15578045,Mitchell,3.05543E+13,538,Spain,173779.25,10/29/2022,10/29/2022,10/29/2022,Female,49,9,141434.04,1,0
408,15745354,Franklin,3.02336E+13,611,Spain,125696.26,12/9/2022,12/9/2022,12/9/2022,Female,37,4,0,2,0
409,15701376,K'ung,6.39165E+15,668,Germany,159585.61,3/15/2022,3/15/2022,3/15/2022,Male,37,10,152958.29,2,1
410,15691625,Ko,5.55219E+15,537,Germany,106761.47,6/1/2022,6/1/2022,6/1/2022,Female,41,3,138306.34,1,0
411,15566594,McKenzie,3.55263E+15,709,Spain,129590.18,2/21/2022,2/21/2022,2/21/2022,Male,23,10,0,2,0
412,15760431,Pino,3.5534E+15,850,France,80006.65,12/7/2022,12/7/2022,12/7/2022,Male,38,1,0,2,1
413,15686302,Fisk,5.02028E+16,745,Spain,140451.52,10/19/2022,10/19/2022,10/19/2022,Female,31,3,124328.84,1,1
414,15801559,Chiang,3.58152E+15,693,Germany,187929.43,5/7/2022,5/7/2022,5/7/2022,Female,41,9,181461.48,3,1
415,15810432,Moseley,5.0385E+16,795,Spain,167155.36,8/17/2022,8/17/2022,8/17/2022,Male,35,8,0,2,0
416,15809616,Hsiung,4.0416E+12,626,Spain,191420.71,8/26/2022,8/26/2022,8/26/2022,Male,26,8,0,2,0
417,15720559,Heath,6.39334E+15,487,Germany,11384.45,5/23/2022,5/23/2022,5/23/2022,Female,61,5,110368.03,1,0
418,15695632,Dellucci,3.54288E+15,556,France,94898.1,8/24/2022,8/24/2022,8/24/2022,Female,39,9,89588.35,1,1
419,15659843,Li,5.54887E+15,643,France,106781.59,9/19/2022,9/19/2022,9/19/2022,Female,46,6,0,2,0
420,15615624,De Salis,3.48518E+14,605,France,159508.52,9/13/2022,9/13/2022,9/13/2022,Female,28,6,0,2,0
421,15810418,T'ang,3.55555E+15,756,Germany,93524.19,12/16/2021,12/16/2021,12/16/2021,Female,60,3,115924.89,1,0
422,15716186,Richardson,3.56603E+15,586,France,87168.46,10/20/2022,10/20/2022,10/20/2022,Female,38,2,0,2,0
423,15674551,Fitch,5.04837E+15,535,Germany,8128.32,3/2/2022,3/2/2022,3/2/2022,Male,40,7,111756.5,1,0
424,15622834,Stevenson,3.5771E+15,678,France,125518.32,1/21/2022,1/21/2022,1/21/2022,Female,35,4,0,1,0
425,15566111,Estes,3.56591E+15,596,France,48963.59,10/9/2022,10/9/2022,10/9/2022,Male,39,9,0,1,0
